threshold_pct,total_breakouts,completed_breakouts,wins,win_rate,avg_return,median_return,min_return,max_return,std_return
3.0,217,211,134,63.507109004739334,10.795268298030964,5.134916458750583,-45.278590374209514,126.86002162142746,24.640582659546247
4.0,111,107,69,64.48598130841121,10.15662239327748,3.8661843434213257,-45.278590374209514,88.36434499945662,24.921066407321128
5.0,54,52,42,80.76923076923077,16.51549908253614,12.852590186168278,-17.359538004593475,88.36434499945662,22.363207390668812
6.0,25,24,22,91.66666666666666,21.141367092261834,19.58590132997037,-17.359538004593475,88.36434499945662,23.522865262170843
7.0,12,12,10,83.33333333333334,25.638658042529595,20.876891173727252,-17.359538004593475,88.36434499945662,31.103649012007278
